"Phone Number","Phone number",module,RatePAY_Payment
"b2b not allowed","This payment method is not available for business customers.",module,RatePAY_Payment
"ala not allowed","This payment method requires the delivery address to match the billing address.",module,RatePAY_Payment
Ratepay,Ratepay,module,RatePAY_Payment
Germany,Germany,module,RatePAY_Payment
Invoice,Invoice,module,RatePAY_Payment
Enabled,Enabled,module,RatePAY_Payment
"ProfileID","Profile ID",module,RatePAY_Payment
"Security Code","Security code",module,RatePAY_Payment
"Activate Sandbox","Activate sandbox",module,RatePAY_Payment
"Status RatePAY","Status RatePAY",module,RatePAY_Payment
Title,Title,module,RatePAY_Payment
"Specific Countries Billing","Country selection, billing",module,RatePAY_Payment
"Specific Countries Delivery","Country selection, delivery",module,RatePAY_Payment
Currency,Currency,module,RatePAY_Payment
"Minimum Order Total","Minimum order total",module,RatePAY_Payment
"Maximum Order Total","Maximum order total",module,RatePAY_Payment
"Due Days","Dynamic due date (in days)",module,RatePAY_Payment
B2B,B2B,module,RatePAY_Payment
"Maximum Order Total B2B","Maximum order total, B2B",module,RatePAY_Payment
"Delivery Address","Delivery address",module,RatePAY_Payment
"Payment Fee","Payment fee",module,RatePAY_Payment
"New Order Status","New order status",module,RatePAY_Payment
"Sort Order","Sort order",module,RatePAY_Payment
"Direct Debit","SEPA direct debit",module,RatePAY_Payment
"Maximum Oder Total","Maximum order total",module,RatePAY_Payment
"Nur SEPA/IBAN Kontodaten","SEPA/IBAN account info only",module,RatePAY_Payment
"RatePAY-Datenschutzerklärung Url","URL of the RatePAY privacy policy",module,RatePAY_Payment
"Month Allowed","term (in months)",module,RatePAY_Payment
"0% Financing","0% financing",module,RatePAY_Payment
Austria,Austria,module,RatePAY_Payment
Switzerland,Switzerland,module,RatePAY_Payment
RatePAY Invoice,RatePAY invoice,module,RatePAY_Payment
RatePAY Directdebit,RatePAY SEPA direct debit,module,RatePAY_Payment
RatePAY Installment,RatePAY installment,module,RatePAY_Payment
RatePAY 0% Financing,RatePAY 0% financing,module,RatePAY_Payment
Active,active,module,RatePAY_Payment
Inactive,deactivated,module,RatePAY_Payment
"Phased Out","phased out",module,RatePAY_Payment
"Automated Data Procedure Error","Unfortunately, you cannot use RatePAY to make your payment. This decision has been made through automated data processing. For details, see the additional general terms and conditions and privacy policy for RatePAY payment methods.",module,RatePAY_Payment
ratepay_terms_block_1, "RatePAY GmbH's additional" ,module,RatePAY_Payment
ratepay_terms_block_2, "general terms and conditions and data protection policy" ,module,RatePAY_Payment
ratepay_terms_block_3, "apply.",module,RatePAY_Payment
"rp_calculation_intro_part1","Im Folgenden können Sie entscheiden, wie Sie die Ratenzahlung gestalten möchten. Legen Sie bequem die Anzahl der Raten und somit ",module,RatePAY_Payment
"rp_calculation_intro_part2","die Laufzeit",module,RatePAY_Payment
"rp_calculation_intro_part3"," der Ratenzahlung fest. Oder bestimmen sie einfach die gewünschte ",module,RatePAY_Payment
"rp_calculation_intro_part4","monatliche Ratenhöhe.",module,RatePAY_Payment
"rp_runtime_title","Runtime",module,RatePAY_Payment
"rp_runtime_description", "Amount of monthly installments",module,RatePAY_Payment
"rp_rate_title","Installment amount",module,RatePAY_Payment
"rp_rate_description","Amount of the monthly installment",module,RatePAY_Payment
"rp_calculate_rate","Calculate installment",module,RatePAY_Payment
"rp_personal_calculation","Personal calculation",module,RatePAY_Payment
"rp_reason_code_translation_603","Die Wunschrate entspricht den vorgegebenen Bedingungen.",module,RatePAY_Payment
"rp_reason_code_translation_671","Die letzte Rate war niedriger als erlaubt. Laufzeit und/oder Rate wurden angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_688","Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit langer Laufzeit erlaubt. Die Laufzeit wurde angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_689","Die Rate war niedriger als f&uuml;r Ratenpl&auml;ne mit kurzer Laufzeit erlaubt. Die Laufzeit wurde angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_695","Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert.",module,RatePAY_Payment
"rp_reason_code_translation_696","Die Wunschrate ist zu niedrig. Die Rate wurde erh&ouml;ht.",module,RatePAY_Payment
"rp_reason_code_translation_697","F&uuml;r die gew&auml;hlte Ratenh&ouml;he ist keine entsprechende Laufzeit verf&uuml;gbar. Die Ratenh&ouml;he wurde angepasst.",module,RatePAY_Payment
"rp_reason_code_translation_698","Die Rate war zu niedrig f&uuml;r die maximal verf&uuml;gbare Laufzeit. Die Rate wurde erh&ouml;ht.",module,RatePAY_Payment
"rp_reason_code_translation_699","Die Rate ist zu hoch f&uuml;r die minimal verf&uuml;gbare Laufzeit. Die Rate wurde verringert.",module,RatePAY_Payment
"rp_cash_payment_price","Basket amount",module,RatePAY_Payment
"rp_mouseover_cash_payment_price","Sum of all products in the basket including shipping",module,RatePAY_Payment
"rp_service_charge","Servicecharge",module,RatePAY_Payment
"rp_mouseover_service_charge","Service charge occurring one time for installment payment",module,RatePAY_Payment
"rp_effective_rate","Annual percentage rate",module,RatePAY_Payment
"rp_debit_rate","Interest rate",module,RatePAY_Payment
"rp_mouseover_debit_rate","Periodic interest rate.",module,RatePAY_Payment
"rp_interest_amount","Interest amount",module,RatePAY_Payment
"rp_mouseover_interest_amount","Sum of money resulting from the interest rate.",module,RatePAY_Payment
"rp_duration_month"," duration in months",module,RatePAY_Payment
"rp_mouseover_duration_month","Monthly partial amount.",module,RatePAY_Payment
"rp_last_rate","incl. one final installment &agrave;",module,RatePAY_Payment
"rp_mouseover_last_rate","Final installment due in the last month.",module,RatePAY_Payment
"rp_total_amount","Total amount",module,RatePAY_Payment
"rp_mouseover_total_amount","Sum to be payed by the buyer consisting of basket amount, service charge and interests.",module,RatePAY_Payment
